gvkey,iid,date,tic,conm,prccd,prchd,prcld,prcod
6266,1,10-01-2012,JNJ,JOHNSON & JOHNSON,65.2,65.4,65,65.11
6266,1,11-01-2012,JNJ,JOHNSON & JOHNSON,65.13,65.54,64.84,65.11
6266,1,12-01-2012,JNJ,JOHNSON & JOHNSON,65.23,65.41,64.93,65.28
6266,1,13-01-2012,JNJ,JOHNSON & JOHNSON,65.26,65.28,64.3631,64.97
6266,1,17-01-2012,JNJ,JOHNSON & JOHNSON,65.12,65.69,64.5,65.54
6266,1,18-01-2012,JNJ,JOHNSON & JOHNSON,65.28,65.37,65,65.26
6266,1,19-01-2012,JNJ,JOHNSON & JOHNSON,65.19,65.25,64.79,65.16
6266,1,20-01-2012,JNJ,JOHNSON & JOHNSON,65.27,65.55,64.54,65.28
6266,1,23-01-2012,JNJ,JOHNSON & JOHNSON,65,65.33,64.88,65.23
6266,1,24-01-2012,JNJ,JOHNSON & JOHNSON,65,65.45,64.34,64.34
6266,1,25-01-2012,JNJ,JOHNSON & JOHNSON,65.22,65.3,64.76,64.83
6266,1,26-01-2012,JNJ,JOHNSON & JOHNSON,65.7,65.88,65.22,65.53
6266,1,27-01-2012,JNJ,JOHNSON & JOHNSON,65.56,65.87,65.46,65.62
6266,1,30-01-2012,JNJ,JOHNSON & JOHNSON,65.71,65.71,65.13,65.33
6266,1,31-01-2012,JNJ,JOHNSON & JOHNSON,65.91,65.95,65.56,65.86
6266,1,01-02-2012,JNJ,JOHNSON & JOHNSON,65.69,66.32,65.65,65.97
6266,1,02-02-2012,JNJ,JOHNSON & JOHNSON,65.59,65.97,65.35,65.94
6266,1,03-02-2012,JNJ,JOHNSON & JOHNSON,65.64,66.02,65.53,65.9
6266,1,06-02-2012,JNJ,JOHNSON & JOHNSON,65.19,65.58,65.05,65.46
6266,1,07-02-2012,JNJ,JOHNSON & JOHNSON,65.26,65.39,65.02,65.16
6266,1,08-02-2012,JNJ,JOHNSON & JOHNSON,65.24,65.345,65.09,65.2
6266,1,09-02-2012,JNJ,JOHNSON & JOHNSON,64.89,65.35,64.82,65.16
6266,1,10-02-2012,JNJ,JOHNSON & JOHNSON,64.6,64.77,64.25,64.71
6266,1,13-02-2012,JNJ,JOHNSON & JOHNSON,64.68,64.95,64.6,64.9
6266,1,14-02-2012,JNJ,JOHNSON & JOHNSON,64.61,64.86,64.33,64.75
6266,1,15-02-2012,JNJ,JOHNSON & JOHNSON,64.65,64.95,64.4701,64.51
6266,1,16-02-2012,JNJ,JOHNSON & JOHNSON,64.92,65.16,64.44,64.6
6266,1,17-02-2012,JNJ,JOHNSON & JOHNSON,64.99,65.28,64.81,65.22
6266,1,21-02-2012,JNJ,JOHNSON & JOHNSON,65.04,65.24,64.75,65.23
6266,1,22-02-2012,JNJ,JOHNSON & JOHNSON,65,65.34,64.87,65.08
6266,1,23-02-2012,JNJ,JOHNSON & JOHNSON,65.1,66.05,64.9,65.19
6266,1,24-02-2012,JNJ,JOHNSON & JOHNSON,64.46,64.79,64.19,64.79
6266,1,27-02-2012,JNJ,JOHNSON & JOHNSON,64.45,64.64,64.02,64.26
6266,1,28-02-2012,JNJ,JOHNSON & JOHNSON,65.18,65.42,64.5,64.6
6266,1,29-02-2012,JNJ,JOHNSON & JOHNSON,65.08,65.26,64.71,65.22
6266,1,01-03-2012,JNJ,JOHNSON & JOHNSON,64.83,65.26,64.64,65.11
6266,1,02-03-2012,JNJ,JOHNSON & JOHNSON,64.77,64.87,64.565,64.74
6266,1,05-03-2012,JNJ,JOHNSON & JOHNSON,64.91,64.96,64.54,64.69
6266,1,06-03-2012,JNJ,JOHNSON & JOHNSON,64.35,64.73,64.19,64.46
6266,1,07-03-2012,JNJ,JOHNSON & JOHNSON,64.3,64.46,64.12,64.27
6266,1,08-03-2012,JNJ,JOHNSON & JOHNSON,64.85,65.08,64.74,64.95
6266,1,09-03-2012,JNJ,JOHNSON & JOHNSON,64.74,64.995,64.59,64.83
6266,1,12-03-2012,JNJ,JOHNSON & JOHNSON,65.1,65.15,64.54,64.55
6266,1,13-03-2012,JNJ,JOHNSON & JOHNSON,65.33,65.44,65.03,65.42
6266,1,14-03-2012,JNJ,JOHNSON & JOHNSON,65.08,65.38,65.02,65.21
6266,1,15-03-2012,JNJ,JOHNSON & JOHNSON,65.07,65.38,64.85,64.93
6266,1,16-03-2012,JNJ,JOHNSON & JOHNSON,65.12,65.46,64.81,65.2
6266,1,19-03-2012,JNJ,JOHNSON & JOHNSON,65.21,65.27,64.9,64.95
6266,1,20-03-2012,JNJ,JOHNSON & JOHNSON,64.96,65.13,64.76,65
6266,1,21-03-2012,JNJ,JOHNSON & JOHNSON,64.76,65.07,64.64,64.96
6266,1,22-03-2012,JNJ,JOHNSON & JOHNSON,64.46,64.69,64.4,64.675
6266,1,23-03-2012,JNJ,JOHNSON & JOHNSON,64.55,64.71,64.37,64.49
6266,1,26-03-2012,JNJ,JOHNSON & JOHNSON,65.17,65.26,64.83,64.89
6266,1,27-03-2012,JNJ,JOHNSON & JOHNSON,65.4,65.5,65.22,65.33
6266,1,28-03-2012,JNJ,JOHNSON & JOHNSON,65.62,65.62,65.18,65.4
6266,1,29-03-2012,JNJ,JOHNSON & JOHNSON,65.54,65.54,65.2,65.28
6266,1,30-03-2012,JNJ,JOHNSON & JOHNSON,65.96,66.18,65.58,65.63
6266,1,02-04-2012,JNJ,JOHNSON & JOHNSON,66.21,66.3,65.82,66.04
6266,1,03-04-2012,JNJ,JOHNSON & JOHNSON,65.88,66.155,65.5,66.12
6266,1,04-04-2012,JNJ,JOHNSON & JOHNSON,65.39,65.7,65.355,65.61
6266,1,05-04-2012,JNJ,JOHNSON & JOHNSON,65.34,65.38,65.09,65.26
6266,1,09-04-2012,JNJ,JOHNSON & JOHNSON,64.92,65.23,64.88,64.95
6266,1,10-04-2012,JNJ,JOHNSON & JOHNSON,64.2,64.86,64.16,64.81
6266,1,11-04-2012,JNJ,JOHNSON & JOHNSON,64.13,64.69,63.96,64.69
6266,1,12-04-2012,JNJ,JOHNSON & JOHNSON,64.15,64.15,63.68,64.05
6266,1,13-04-2012,JNJ,JOHNSON & JOHNSON,63.54,64,63.52,63.94
6266,1,16-04-2012,JNJ,JOHNSON & JOHNSON,63.98,64.16,63.67,63.72
6266,1,17-04-2012,JNJ,JOHNSON & JOHNSON,64.22,64.28,63.27,64.23
6266,1,18-04-2012,JNJ,JOHNSON & JOHNSON,63.26,63.92,63.12,63.9
6266,1,19-04-2012,JNJ,JOHNSON & JOHNSON,63.03,63.535,62.76,63.22
6266,1,20-04-2012,JNJ,JOHNSON & JOHNSON,63.71,63.97,63.2,63.22
6266,1,23-04-2012,JNJ,JOHNSON & JOHNSON,63.37,63.69,63.3,63.5
6266,1,24-04-2012,JNJ,JOHNSON & JOHNSON,63.77,63.79,63.36,63.55
6266,1,25-04-2012,JNJ,JOHNSON & JOHNSON,64.43,64.58,63.84,63.96
6266,1,26-04-2012,JNJ,JOHNSON & JOHNSON,64.75,64.97,64.26,64.41
6266,1,27-04-2012,JNJ,JOHNSON & JOHNSON,64.84,65.13,64.68,64.95
6266,1,30-04-2012,JNJ,JOHNSON & JOHNSON,65.1,65.39,64.84,64.85
6266,1,01-05-2012,JNJ,JOHNSON & JOHNSON,65.22,65.36,64.8,64.91
6266,1,02-05-2012,JNJ,JOHNSON & JOHNSON,65.33,65.33,64.84,65.17
6266,1,03-05-2012,JNJ,JOHNSON & JOHNSON,65.34,65.485,65.1,65.4
6266,1,04-05-2012,JNJ,JOHNSON & JOHNSON,64.74,65.29,64.74,65.19
6266,1,07-05-2012,JNJ,JOHNSON & JOHNSON,64.8,65.02,64.51,64.58
6266,1,08-05-2012,JNJ,JOHNSON & JOHNSON,64.98,64.98,64.55,64.68
6266,1,09-05-2012,JNJ,JOHNSON & JOHNSON,64.28,64.88,64.25,64.59
6266,1,10-05-2012,JNJ,JOHNSON & JOHNSON,64.57,64.86,64.39,64.81
6266,1,11-05-2012,JNJ,JOHNSON & JOHNSON,64.34,64.99,64.23,64.43
6266,1,14-05-2012,JNJ,JOHNSON & JOHNSON,63.93,64.1,63.56,64.03
6266,1,15-05-2012,JNJ,JOHNSON & JOHNSON,63.61,64.14,63.41,63.7
6266,1,16-05-2012,JNJ,JOHNSON & JOHNSON,63.71,63.93,63.45,63.79
6266,1,17-05-2012,JNJ,JOHNSON & JOHNSON,63.55,64,63.4799,63.71
6266,1,18-05-2012,JNJ,JOHNSON & JOHNSON,63.35,63.91,63.09,63.87
6266,1,21-05-2012,JNJ,JOHNSON & JOHNSON,63.47,63.83,63.25,63.26
6266,1,22-05-2012,JNJ,JOHNSON & JOHNSON,63.52,63.8,63.33,63.4
6266,1,23-05-2012,JNJ,JOHNSON & JOHNSON,63.27,63.75,62.88,63.4
6266,1,24-05-2012,JNJ,JOHNSON & JOHNSON,63.1,63.34,62.8,62.89
6266,1,25-05-2012,JNJ,JOHNSON & JOHNSON,62.51,62.98,62.29,62.88
6266,1,29-05-2012,JNJ,JOHNSON & JOHNSON,62.59,62.93,62.3,62.84
6266,1,30-05-2012,JNJ,JOHNSON & JOHNSON,62.21,62.4,62,62.34
6266,1,31-05-2012,JNJ,JOHNSON & JOHNSON,62.43,62.875,62.14,62.36
6266,1,01-06-2012,JNJ,JOHNSON & JOHNSON,61.78,62.31,61.71,62.04
6266,1,04-06-2012,JNJ,JOHNSON & JOHNSON,62.34,62.45,61.89,62.04
6266,1,05-06-2012,JNJ,JOHNSON & JOHNSON,62.21,62.38,62,62.16
6266,1,06-06-2012,JNJ,JOHNSON & JOHNSON,62.8,62.8,61.89,62.09
6266,1,07-06-2012,JNJ,JOHNSON & JOHNSON,62.8,63.2,62.51,63.18
6266,1,08-06-2012,JNJ,JOHNSON & JOHNSON,62.98,63.04,62.33,62.54
6266,1,11-06-2012,JNJ,JOHNSON & JOHNSON,62.12,63.03,62.11,62.97
6266,1,12-06-2012,JNJ,JOHNSON & JOHNSON,63.08,63.27,61.83,62.16
6266,1,13-06-2012,JNJ,JOHNSON & JOHNSON,64.45,64.7,63.18,64.24
6266,1,14-06-2012,JNJ,JOHNSON & JOHNSON,65.45,65.75,64.285,64.35
6266,1,15-06-2012,JNJ,JOHNSON & JOHNSON,66.01,66.1,65.51,65.9
6266,1,18-06-2012,JNJ,JOHNSON & JOHNSON,66.3,66.39,65.82,65.82
6266,1,19-06-2012,JNJ,JOHNSON & JOHNSON,66.72,66.96,66.36,66.4
6266,1,20-06-2012,JNJ,JOHNSON & JOHNSON,67,67,66.46,66.78
6266,1,21-06-2012,JNJ,JOHNSON & JOHNSON,66.39,66.97,66.16,66.55
6266,1,22-06-2012,JNJ,JOHNSON & JOHNSON,66.63,66.97,66.52,66.66
6266,1,25-06-2012,JNJ,JOHNSON & JOHNSON,66.5,66.63,66.14,66.26
6266,1,26-06-2012,JNJ,JOHNSON & JOHNSON,66.42,66.69,66.41,66.56
6266,1,27-06-2012,JNJ,JOHNSON & JOHNSON,66.84,67.2,66.36,66.42
6266,1,28-06-2012,JNJ,JOHNSON & JOHNSON,66.94,67,66.438,66.71
6266,1,29-06-2012,JNJ,JOHNSON & JOHNSON,67.56,67.7,67.215,67.3
6266,1,02-07-2012,JNJ,JOHNSON & JOHNSON,68,68,67.34,67.42
6266,1,03-07-2012,JNJ,JOHNSON & JOHNSON,68.04,68.12,67.72,67.96
6266,1,05-07-2012,JNJ,JOHNSON & JOHNSON,67.78,68.15,67.78,67.92
6266,1,06-07-2012,JNJ,JOHNSON & JOHNSON,67.64,67.875,67.36,67.51
6266,1,09-07-2012,JNJ,JOHNSON & JOHNSON,67.78,67.96,67.63,67.74
6266,1,10-07-2012,JNJ,JOHNSON & JOHNSON,67.88,68.1,67.74,67.97
6266,1,11-07-2012,JNJ,JOHNSON & JOHNSON,67.9,68.11,67.72,68.03
6266,1,12-07-2012,JNJ,JOHNSON & JOHNSON,67.71,68.1203,67.44,67.62
6266,1,13-07-2012,JNJ,JOHNSON & JOHNSON,68.61,68.74,67.73,67.79
6266,1,16-07-2012,JNJ,JOHNSON & JOHNSON,68.45,68.72,68.36,68.47
6266,1,17-07-2012,JNJ,JOHNSON & JOHNSON,69,69.18,67.61,67.84
6266,1,18-07-2012,JNJ,JOHNSON & JOHNSON,69.37,69.46,68.66,68.74
6266,1,19-07-2012,JNJ,JOHNSON & JOHNSON,69.53,69.7,68.9775,69.25
6266,1,20-07-2012,JNJ,JOHNSON & JOHNSON,68.63,69.36,68.35,69.35
6266,1,23-07-2012,JNJ,JOHNSON & JOHNSON,68.11,68.31,67.65,68.14
6266,1,24-07-2012,JNJ,JOHNSON & JOHNSON,67.35,68.25,67,68.1
6266,1,25-07-2012,JNJ,JOHNSON & JOHNSON,67.53,68.02,67.385,67.67
6266,1,26-07-2012,JNJ,JOHNSON & JOHNSON,68.74,68.98,68.21,68.3
6266,1,27-07-2012,JNJ,JOHNSON & JOHNSON,69.52,69.68,68.89,68.95
6266,1,30-07-2012,JNJ,JOHNSON & JOHNSON,69.45,69.65,69.16,69.37
6266,1,31-07-2012,JNJ,JOHNSON & JOHNSON,69.22,69.56,69.1,69.25
6266,1,01-08-2012,JNJ,JOHNSON & JOHNSON,69.38,69.75,69.25,69.48
6266,1,02-08-2012,JNJ,JOHNSON & JOHNSON,68.45,68.976,68.02,68.81
6266,1,03-08-2012,JNJ,JOHNSON & JOHNSON,69.12,69.32,68.885,68.98
6266,1,06-08-2012,JNJ,JOHNSON & JOHNSON,68.84,69.34,68.78,69.18
6266,1,07-08-2012,JNJ,JOHNSON & JOHNSON,68.29,68.94,68.21,68.81
6266,1,08-08-2012,JNJ,JOHNSON & JOHNSON,68.35,68.56,68.2175,68.29
6266,1,09-08-2012,JNJ,JOHNSON & JOHNSON,68.32,68.65,68.17,68.33
6266,1,10-08-2012,JNJ,JOHNSON & JOHNSON,68.64,68.71,68.12,68.12
6266,1,13-08-2012,JNJ,JOHNSON & JOHNSON,68.46,68.55,68.17,68.39
6266,1,14-08-2012,JNJ,JOHNSON & JOHNSON,68.64,68.75,68.5,68.74
6266,1,15-08-2012,JNJ,JOHNSON & JOHNSON,68.35,68.84,68.3,68.51
6266,1,16-08-2012,JNJ,JOHNSON & JOHNSON,68.2,68.45,68.02,68.44
6266,1,17-08-2012,JNJ,JOHNSON & JOHNSON,67.8,68.18,67.51,68.12
6266,1,20-08-2012,JNJ,JOHNSON & JOHNSON,67.7,67.84,67.67,67.8
6266,1,21-08-2012,JNJ,JOHNSON & JOHNSON,67.78,68.25,67.62,67.69
6266,1,22-08-2012,JNJ,JOHNSON & JOHNSON,67.75,67.93,67.53,67.63
6266,1,23-08-2012,JNJ,JOHNSON & JOHNSON,67.74,67.95,67.56,67.8
6266,1,24-08-2012,JNJ,JOHNSON & JOHNSON,67.6,67.84,67.15,67.22
6266,1,27-08-2012,JNJ,JOHNSON & JOHNSON,67.49,67.96,67.48,67.54
6266,1,28-08-2012,JNJ,JOHNSON & JOHNSON,67.51,67.7,67.22,67.31
6266,1,29-08-2012,JNJ,JOHNSON & JOHNSON,67.37,67.83,67.06,67.28
6266,1,30-08-2012,JNJ,JOHNSON & JOHNSON,67.21,67.41,66.85,67.23
6266,1,31-08-2012,JNJ,JOHNSON & JOHNSON,67.43,67.9,67.16,67.45
6266,1,04-09-2012,JNJ,JOHNSON & JOHNSON,67.26,67.54,66.97,67.49
6266,1,05-09-2012,JNJ,JOHNSON & JOHNSON,67.27,67.8699,67.14,67.44
6266,1,06-09-2012,JNJ,JOHNSON & JOHNSON,67.84,68.22,67.59,67.71
6266,1,07-09-2012,JNJ,JOHNSON & JOHNSON,67.88,68.01,67.52,67.97
6266,1,10-09-2012,JNJ,JOHNSON & JOHNSON,68.18,68.47,67.83,67.99
6266,1,11-09-2012,JNJ,JOHNSON & JOHNSON,68.2,68.55,68.18,68.365
6266,1,12-09-2012,JNJ,JOHNSON & JOHNSON,68.15,68.46,68.03,68.37
6266,1,13-09-2012,JNJ,JOHNSON & JOHNSON,68.99,69.17,68,68.01
6266,1,14-09-2012,JNJ,JOHNSON & JOHNSON,68.47,68.91,68.08,68.91
6266,1,17-09-2012,JNJ,JOHNSON & JOHNSON,68.25,68.7,68,68.49
6266,1,18-09-2012,JNJ,JOHNSON & JOHNSON,68.55,68.6675,68.07,68.08
6266,1,19-09-2012,JNJ,JOHNSON & JOHNSON,68.6,68.924,68.6,68.75
6266,1,20-09-2012,JNJ,JOHNSON & JOHNSON,68.9,68.99,68.33,68.41
6266,1,21-09-2012,JNJ,JOHNSON & JOHNSON,69.06,69.3611,68.84,69.05
6266,1,24-09-2012,JNJ,JOHNSON & JOHNSON,69,69.2,68.81,68.88
6266,1,25-09-2012,JNJ,JOHNSON & JOHNSON,69.32,69.64,69.01,69.01
6266,1,26-09-2012,JNJ,JOHNSON & JOHNSON,69,69.5,68.96,69.5
6266,1,27-09-2012,JNJ,JOHNSON & JOHNSON,69.01,69.35,68.89,69.09
6266,1,28-09-2012,JNJ,JOHNSON & JOHNSON,68.91,69.04,68.5,68.77
6266,1,01-10-2012,JNJ,JOHNSON & JOHNSON,69.13,69.45,68.92,68.92
6266,1,02-10-2012,JNJ,JOHNSON & JOHNSON,68.96,69.28,68.64,69.12
6266,1,03-10-2012,JNJ,JOHNSON & JOHNSON,69,69.32,68.73,69.19
6266,1,04-10-2012,JNJ,JOHNSON & JOHNSON,69.27,69.5,69.01,69.1
6266,1,05-10-2012,JNJ,JOHNSON & JOHNSON,69.65,69.74,69.32,69.46
6266,1,08-10-2012,JNJ,JOHNSON & JOHNSON,69.44,69.65,69.17,69.6
6266,1,09-10-2012,JNJ,JOHNSON & JOHNSON,68.41,68.97,68.1,68.62
6266,1,10-10-2012,JNJ,JOHNSON & JOHNSON,68.22,68.49,67.98,68.38
6266,1,11-10-2012,JNJ,JOHNSON & JOHNSON,67.97,68.3,67.86,68.21
6266,1,12-10-2012,JNJ,JOHNSON & JOHNSON,67.97,68.51,67.8,68.18
6266,1,15-10-2012,JNJ,JOHNSON & JOHNSON,68.6,68.99,68.07,68.18
6266,1,16-10-2012,JNJ,JOHNSON & JOHNSON,69.55,69.8,69.02,69.3
6266,1,17-10-2012,JNJ,JOHNSON & JOHNSON,71,71.18,69.55,69.73
6266,1,18-10-2012,JNJ,JOHNSON & JOHNSON,72.52,72.74,70.82,70.87
6266,1,19-10-2012,JNJ,JOHNSON & JOHNSON,71.86,72.24,71.73,72.11
6266,1,22-10-2012,JNJ,JOHNSON & JOHNSON,71.78,72.29,71.33,71.79
6266,1,23-10-2012,JNJ,JOHNSON & JOHNSON,70.89,71.53,70.525,71.17
6266,1,24-10-2012,JNJ,JOHNSON & JOHNSON,70.74,71.2,70.67,70.99
6266,1,25-10-2012,JNJ,JOHNSON & JOHNSON,71.14,71.56,70.99,71.01
6266,1,26-10-2012,JNJ,JOHNSON & JOHNSON,70.9,71.32,70.56,71
6266,1,31-10-2012,JNJ,JOHNSON & JOHNSON,70.82,71.25,70.48,71.11
6266,1,01-11-2012,JNJ,JOHNSON & JOHNSON,71.5,71.9,70.83,71.1
6266,1,02-11-2012,JNJ,JOHNSON & JOHNSON,70.9,71.7,70.83,71.7
6266,1,05-11-2012,JNJ,JOHNSON & JOHNSON,70.79,71,70.47,70.86
6266,1,06-11-2012,JNJ,JOHNSON & JOHNSON,71.01,71.62,70.89,71
6266,1,07-11-2012,JNJ,JOHNSON & JOHNSON,70.34,70.99,69.7,70.69
6266,1,08-11-2012,JNJ,JOHNSON & JOHNSON,69.65,70.42,69.65,70.15
6266,1,09-11-2012,JNJ,JOHNSON & JOHNSON,69.87,70.26,69.43,69.56
6266,1,12-11-2012,JNJ,JOHNSON & JOHNSON,69.68,70.05,69.31,69.79
6266,1,13-11-2012,JNJ,JOHNSON & JOHNSON,69.51,70.11,69.4,69.52
6266,1,14-11-2012,JNJ,JOHNSON & JOHNSON,69.27,69.76,69.03,69.63
6266,1,15-11-2012,JNJ,JOHNSON & JOHNSON,69.07,69.2,68.72,68.99
6266,1,16-11-2012,JNJ,JOHNSON & JOHNSON,69.19,69.27,68.51,68.87
6266,1,19-11-2012,JNJ,JOHNSON & JOHNSON,69.25,69.81,69.04,69.54
6266,1,20-11-2012,JNJ,JOHNSON & JOHNSON,69.67,69.715,69.14,69.26
6266,1,21-11-2012,JNJ,JOHNSON & JOHNSON,69.59,69.875,69.45,69.63
6266,1,23-11-2012,JNJ,JOHNSON & JOHNSON,69.56,69.56,68.95,69.08
6266,1,26-11-2012,JNJ,JOHNSON & JOHNSON,69.09,69.5,68.82,69.12
6266,1,27-11-2012,JNJ,JOHNSON & JOHNSON,68.81,69.15,68.73,69.01
6266,1,28-11-2012,JNJ,JOHNSON & JOHNSON,69.29,69.38,68.6,68.71
6266,1,29-11-2012,JNJ,JOHNSON & JOHNSON,69.22,69.555,69.05,69.47
6266,1,30-11-2012,JNJ,JOHNSON & JOHNSON,69.73,69.92,69.175,69.39
6266,1,03-12-2012,JNJ,JOHNSON & JOHNSON,69.65,69.92,69.36,69.8
6266,1,04-12-2012,JNJ,JOHNSON & JOHNSON,69.86,70.49,69.45,69.58
6266,1,05-12-2012,JNJ,JOHNSON & JOHNSON,69.97,70.295,69.58,69.93
6266,1,06-12-2012,JNJ,JOHNSON & JOHNSON,70.05,70.34,69.8,70.34
6266,1,07-12-2012,JNJ,JOHNSON & JOHNSON,70.45,70.5225,69.86,70.04
6266,1,10-12-2012,JNJ,JOHNSON & JOHNSON,70.6,70.8,70.26,70.26
6266,1,11-12-2012,JNJ,JOHNSON & JOHNSON,71.1,71.62,70.75,70.93
6266,1,12-12-2012,JNJ,JOHNSON & JOHNSON,70.96,71.37,70.845,71.21
6266,1,13-12-2012,JNJ,JOHNSON & JOHNSON,70.75,71,70.6199,70.9
6266,1,14-12-2012,JNJ,JOHNSON & JOHNSON,70.69,70.86,70.49,70.62
6266,1,17-12-2012,JNJ,JOHNSON & JOHNSON,70.94,71.18,70.78,70.84
6266,1,18-12-2012,JNJ,JOHNSON & JOHNSON,70.95,71.1,70.505,71.06
6266,1,19-12-2012,JNJ,JOHNSON & JOHNSON,70.63,71.31,70.63,70.91
6266,1,20-12-2012,JNJ,JOHNSON & JOHNSON,70.75,70.9,70.49,70.74
6266,1,21-12-2012,JNJ,JOHNSON & JOHNSON,70.27,70.75,70.06,70.56
6266,1,24-12-2012,JNJ,JOHNSON & JOHNSON,70.02,70.4,69.94,70.32
6266,1,26-12-2012,JNJ,JOHNSON & JOHNSON,70.17,70.36,69.88,69.95
6266,1,27-12-2012,JNJ,JOHNSON & JOHNSON,70.09,70.4,69.8,70.13
6266,1,28-12-2012,JNJ,JOHNSON & JOHNSON,69.48,70.07,69.415,69.84
6266,1,31-12-2012,JNJ,JOHNSON & JOHNSON,70.1,70.11,69.175,69.24
6266,1,02-01-2013,JNJ,JOHNSON & JOHNSON,70.84,71.02,70.3,71.02
6266,1,03-01-2013,JNJ,JOHNSON & JOHNSON,70.74,71,70.445,70.98
6266,1,04-01-2013,JNJ,JOHNSON & JOHNSON,71.55,71.73,71.01,71.24
6266,1,07-01-2013,JNJ,JOHNSON & JOHNSON,71.4,71.53,71.19,71.5
6266,1,08-01-2013,JNJ,JOHNSON & JOHNSON,71.41,71.65,71.25,71.31
6266,1,09-01-2013,JNJ,JOHNSON & JOHNSON,71.73,71.85,71.5,71.64
6266,1,10-01-2013,JNJ,JOHNSON & JOHNSON,72.19,72.38,71.74,71.81
6266,1,11-01-2013,JNJ,JOHNSON & JOHNSON,72.35,72.58,72.16,72.19
6266,1,14-01-2013,JNJ,JOHNSON & JOHNSON,72.56,72.79,72.37,72.6
6266,1,15-01-2013,JNJ,JOHNSON & JOHNSON,72.37,72.44,72,72.25
