gvkey,iid,date,tic,conm,prccd,prchd,prcld,prcod
6266,1,16-01-2013,JNJ,JOHNSON & JOHNSON,72.58,72.815,72.25,72.26
6266,1,17-01-2013,JNJ,JOHNSON & JOHNSON,72.9,73.01,72.37,72.88
6266,1,18-01-2013,JNJ,JOHNSON & JOHNSON,73.23,73.23,72.79,72.9
6266,1,22-01-2013,JNJ,JOHNSON & JOHNSON,72.69,73.21,72.42,72.92
6266,1,23-01-2013,JNJ,JOHNSON & JOHNSON,72.85,72.91,72.47,72.52
6266,1,24-01-2013,JNJ,JOHNSON & JOHNSON,73.1,73.23,72.8434,72.96
6266,1,25-01-2013,JNJ,JOHNSON & JOHNSON,73.92,73.93,73.06,73.13
6266,1,28-01-2013,JNJ,JOHNSON & JOHNSON,73.62,74,73.43,73.96
6266,1,29-01-2013,JNJ,JOHNSON & JOHNSON,74.41,74.62,73.64,73.67
6266,1,30-01-2013,JNJ,JOHNSON & JOHNSON,74.09,74.8,74.01,74.45
6266,1,31-01-2013,JNJ,JOHNSON & JOHNSON,73.92,74.36,73.78,74.08
6266,1,01-02-2013,JNJ,JOHNSON & JOHNSON,74.18,74.42,74.08,74.14
6266,1,04-02-2013,JNJ,JOHNSON & JOHNSON,74.11,74.25,73.56,73.56
6266,1,05-02-2013,JNJ,JOHNSON & JOHNSON,74.66,74.82,74.47,74.49
6266,1,06-02-2013,JNJ,JOHNSON & JOHNSON,75.39,75.39,74.52,74.57
6266,1,07-02-2013,JNJ,JOHNSON & JOHNSON,75.06,75.2,74.68,74.82
6266,1,08-02-2013,JNJ,JOHNSON & JOHNSON,75.48,75.61,74.73,75.17
6266,1,11-02-2013,JNJ,JOHNSON & JOHNSON,75.41,75.5,75.05,75.28
6266,1,12-02-2013,JNJ,JOHNSON & JOHNSON,75.8,75.86,75.42,75.42
6266,1,13-02-2013,JNJ,JOHNSON & JOHNSON,75.66,75.87,75.37,75.79
6266,1,14-02-2013,JNJ,JOHNSON & JOHNSON,75.81,76.09,75.38,75.5
6266,1,15-02-2013,JNJ,JOHNSON & JOHNSON,76.16,76.16,75.51,75.72
6266,1,19-02-2013,JNJ,JOHNSON & JOHNSON,76.96,77,75.96,76.03
6266,1,20-02-2013,JNJ,JOHNSON & JOHNSON,76.65,76.97,76.54,76.79
6266,1,21-02-2013,JNJ,JOHNSON & JOHNSON,76.87,77.02,76.38,76.47
6266,1,22-02-2013,JNJ,JOHNSON & JOHNSON,76.25,76.49,75.97,76.39
6266,1,25-02-2013,JNJ,JOHNSON & JOHNSON,75.57,76.66,75.57,76.47
6266,1,26-02-2013,JNJ,JOHNSON & JOHNSON,75.75,76.34,75.5,75.88
6266,1,27-02-2013,JNJ,JOHNSON & JOHNSON,76.32,76.45,75.6,75.68
6266,1,28-02-2013,JNJ,JOHNSON & JOHNSON,76.11,76.49,76.11,76.23
6266,1,01-03-2013,JNJ,JOHNSON & JOHNSON,76.7,76.77,75.73,75.79
6266,1,04-03-2013,JNJ,JOHNSON & JOHNSON,77.2,77.28,76.73,76.73
6266,1,05-03-2013,JNJ,JOHNSON & JOHNSON,77.66,77.71,77.44,77.56
6266,1,06-03-2013,JNJ,JOHNSON & JOHNSON,77.39,77.74,77.22,77.69
6266,1,07-03-2013,JNJ,JOHNSON & JOHNSON,77.75,77.96,77.59,77.62
6266,1,08-03-2013,JNJ,JOHNSON & JOHNSON,78.19,78.22,77.7,77.84
6266,1,11-03-2013,JNJ,JOHNSON & JOHNSON,78.44,78.52,77.84,77.92
6266,1,12-03-2013,JNJ,JOHNSON & JOHNSON,78.56,78.69,78.21,78.5
6266,1,13-03-2013,JNJ,JOHNSON & JOHNSON,78.55,78.67,78.2,78.52
6266,1,14-03-2013,JNJ,JOHNSON & JOHNSON,79.1,79.1,78.49,78.67
6266,1,15-03-2013,JNJ,JOHNSON & JOHNSON,79.19,79.24,78.62,78.62
6266,1,18-03-2013,JNJ,JOHNSON & JOHNSON,78.81,79.19,78.7,78.72
6266,1,19-03-2013,JNJ,JOHNSON & JOHNSON,78.86,79.09,78.5,78.98
6266,1,20-03-2013,JNJ,JOHNSON & JOHNSON,79.45,79.61,79.17,79.18
6266,1,21-03-2013,JNJ,JOHNSON & JOHNSON,79.01,79.5,78.77,79.12
6266,1,22-03-2013,JNJ,JOHNSON & JOHNSON,79.74,79.74,79.02,79.11
6266,1,25-03-2013,JNJ,JOHNSON & JOHNSON,79.68,79.94,79.47,79.83
6266,1,26-03-2013,JNJ,JOHNSON & JOHNSON,80.85,80.8815,79.85,79.93
6266,1,27-03-2013,JNJ,JOHNSON & JOHNSON,81.27,81.35,80.27,80.56
6266,1,28-03-2013,JNJ,JOHNSON & JOHNSON,81.53,81.59,80.95,81.37
6266,1,01-04-2013,JNJ,JOHNSON & JOHNSON,81.93,81.965,81.28,81.39
6266,1,02-04-2013,JNJ,JOHNSON & JOHNSON,82.69,82.69,81.9,82
6266,1,03-04-2013,JNJ,JOHNSON & JOHNSON,82.07,82.95,81.57,82.74
6266,1,04-04-2013,JNJ,JOHNSON & JOHNSON,82.41,82.72,81.925,82.2
6266,1,05-04-2013,JNJ,JOHNSON & JOHNSON,82.04,82.11,81.62,81.79
6266,1,08-04-2013,JNJ,JOHNSON & JOHNSON,81.11,81.39,80.31,81.27
6266,1,09-04-2013,JNJ,JOHNSON & JOHNSON,81.52,81.75,81.24,81.26
6266,1,10-04-2013,JNJ,JOHNSON & JOHNSON,82.02,82.2,81.735,81.83
6266,1,11-04-2013,JNJ,JOHNSON & JOHNSON,82.32,82.96,82.08,82.14
6266,1,12-04-2013,JNJ,JOHNSON & JOHNSON,82.74,82.74,82.17,82.25
6266,1,15-04-2013,JNJ,JOHNSON & JOHNSON,81.71,83.09,81.71,82.72
6266,1,16-04-2013,JNJ,JOHNSON & JOHNSON,83.44,83.54,82.07,82.33
6266,1,17-04-2013,JNJ,JOHNSON & JOHNSON,83.9,84.43,83.29,83.36
6266,1,18-04-2013,JNJ,JOHNSON & JOHNSON,83.18,84.3,83.03,83.96
6266,1,19-04-2013,JNJ,JOHNSON & JOHNSON,84.49,84.57,83.47,83.51
6266,1,22-04-2013,JNJ,JOHNSON & JOHNSON,84.83,84.93,84.195,84.59
6266,1,23-04-2013,JNJ,JOHNSON & JOHNSON,85.45,85.68,84,84.99
6266,1,24-04-2013,JNJ,JOHNSON & JOHNSON,84.39,85.74,84.28,85.68
6266,1,25-04-2013,JNJ,JOHNSON & JOHNSON,85.22,85.44,84.34,84.54
6266,1,26-04-2013,JNJ,JOHNSON & JOHNSON,85.12,85.49,84.805,85.3
6266,1,29-04-2013,JNJ,JOHNSON & JOHNSON,85.58,85.89,84.91,85.02
6266,1,30-04-2013,JNJ,JOHNSON & JOHNSON,85.23,85.7,84.89,85.39
6266,1,01-05-2013,JNJ,JOHNSON & JOHNSON,84.23,85.13,83.88,84.5
6266,1,02-05-2013,JNJ,JOHNSON & JOHNSON,85.16,85.21,84.17,84.44
6266,1,03-05-2013,JNJ,JOHNSON & JOHNSON,85.75,85.99,85.45,85.58
6266,1,06-05-2013,JNJ,JOHNSON & JOHNSON,84.68,85.78,84.55,85.78
6266,1,07-05-2013,JNJ,JOHNSON & JOHNSON,85.53,85.57,84.63,84.87
6266,1,08-05-2013,JNJ,JOHNSON & JOHNSON,85.46,85.6,84.93,85.48
6266,1,09-05-2013,JNJ,JOHNSON & JOHNSON,85.15,85.691,84.963,85.45
6266,1,10-05-2013,JNJ,JOHNSON & JOHNSON,85.76,85.76,85.181,85.29
6266,1,13-05-2013,JNJ,JOHNSON & JOHNSON,85.85,86.07,85.44,85.56
6266,1,14-05-2013,JNJ,JOHNSON & JOHNSON,86.97,87.08,85.76,85.76
6266,1,15-05-2013,JNJ,JOHNSON & JOHNSON,87.64,87.88,86.94,86.94
6266,1,16-05-2013,JNJ,JOHNSON & JOHNSON,87.45,87.77,87.06,87.33
6266,1,17-05-2013,JNJ,JOHNSON & JOHNSON,88.09,88.2,87.41,87.47
6266,1,20-05-2013,JNJ,JOHNSON & JOHNSON,88.01,88.2,87.81,88.1
6266,1,21-05-2013,JNJ,JOHNSON & JOHNSON,88.59,88.64,87.79,87.94
6266,1,22-05-2013,JNJ,JOHNSON & JOHNSON,88.46,89.99,88.2,88.7
6266,1,23-05-2013,JNJ,JOHNSON & JOHNSON,87.21,87.97,87,87.11
6266,1,24-05-2013,JNJ,JOHNSON & JOHNSON,86.82,87.03,86.49,86.8
6266,1,28-05-2013,JNJ,JOHNSON & JOHNSON,87.61,88.29,87.27,87.54
6266,1,29-05-2013,JNJ,JOHNSON & JOHNSON,85.65,87.16,85.14,87.08
6266,1,30-05-2013,JNJ,JOHNSON & JOHNSON,85.99,86.31,85.68,85.71
6266,1,31-05-2013,JNJ,JOHNSON & JOHNSON,84.18,85.99,84.18,85.68
6266,1,03-06-2013,JNJ,JOHNSON & JOHNSON,84.71,84.71,83.37,84.28
6266,1,04-06-2013,JNJ,JOHNSON & JOHNSON,84.1,85.03,83.56,84.72
6266,1,05-06-2013,JNJ,JOHNSON & JOHNSON,83.68,85,83.48,83.91
6266,1,06-06-2013,JNJ,JOHNSON & JOHNSON,84.46,84.46,82.65,83.59
6266,1,07-06-2013,JNJ,JOHNSON & JOHNSON,84.91,85.18,84.4,84.96
6266,1,10-06-2013,JNJ,JOHNSON & JOHNSON,85.14,85.71,84.73,85.01
6266,1,11-06-2013,JNJ,JOHNSON & JOHNSON,84.69,85.02,84.13,84.76
6266,1,12-06-2013,JNJ,JOHNSON & JOHNSON,83.74,85.5,83.7,85.18
6266,1,13-06-2013,JNJ,JOHNSON & JOHNSON,84.91,84.96,83.0804,83.6
6266,1,14-06-2013,JNJ,JOHNSON & JOHNSON,84.91,85.48,84.66,84.71
6266,1,17-06-2013,JNJ,JOHNSON & JOHNSON,85.63,86.405,84.98,85.37
6266,1,18-06-2013,JNJ,JOHNSON & JOHNSON,86.36,86.44,85.63,85.75
6266,1,19-06-2013,JNJ,JOHNSON & JOHNSON,84.86,86.5,84.8,86.43
6266,1,20-06-2013,JNJ,JOHNSON & JOHNSON,82.62,84.45,82.12,84.21
6266,1,21-06-2013,JNJ,JOHNSON & JOHNSON,83.2,84.32,82.5,83
6266,1,24-06-2013,JNJ,JOHNSON & JOHNSON,84.61,85.31,82.81,82.92
6266,1,25-06-2013,JNJ,JOHNSON & JOHNSON,85.35,85.59,84.54,85.16
6266,1,26-06-2013,JNJ,JOHNSON & JOHNSON,86.99,87.32,85.94,85.95
6266,1,27-06-2013,JNJ,JOHNSON & JOHNSON,86.71,87.8224,86.49,87.53
6266,1,28-06-2013,JNJ,JOHNSON & JOHNSON,85.86,87.38,85.85,86.72
6266,1,01-07-2013,JNJ,JOHNSON & JOHNSON,86.63,87.64,85.5,85.72
6266,1,02-07-2013,JNJ,JOHNSON & JOHNSON,86.57,87.2,86.21,86.65
6266,1,03-07-2013,JNJ,JOHNSON & JOHNSON,86.78,87.04,86.1,86.54
6266,1,05-07-2013,JNJ,JOHNSON & JOHNSON,87.87,87.88,86.92,87.58
6266,1,08-07-2013,JNJ,JOHNSON & JOHNSON,88.59,88.99,87.97,88.09
6266,1,09-07-2013,JNJ,JOHNSON & JOHNSON,88.88,89.08,88.36,88.65
6266,1,10-07-2013,JNJ,JOHNSON & JOHNSON,89.24,89.48,88.81,88.88
6266,1,11-07-2013,JNJ,JOHNSON & JOHNSON,89.67,89.93,89,89.81
6266,1,12-07-2013,JNJ,JOHNSON & JOHNSON,89.99,89.99,89.38,89.69
6266,1,15-07-2013,JNJ,JOHNSON & JOHNSON,90.4,90.81,89.76,89.91
6266,1,16-07-2013,JNJ,JOHNSON & JOHNSON,90.4,91.66,90.13,91.04
6266,1,17-07-2013,JNJ,JOHNSON & JOHNSON,90.13,90.97,89.88,90.58
6266,1,18-07-2013,JNJ,JOHNSON & JOHNSON,90.17,90.9493,90.06,90.33
6266,1,19-07-2013,JNJ,JOHNSON & JOHNSON,92.23,92.27,90.05,90.24
6266,1,22-07-2013,JNJ,JOHNSON & JOHNSON,92.28,92.56,91.61,92.08
6266,1,23-07-2013,JNJ,JOHNSON & JOHNSON,92.42,92.855,92.11,92.39
6266,1,24-07-2013,JNJ,JOHNSON & JOHNSON,92.36,92.66,91.75,92.65
6266,1,25-07-2013,JNJ,JOHNSON & JOHNSON,92.57,92.75,91.75,92
6266,1,26-07-2013,JNJ,JOHNSON & JOHNSON,92.83,92.93,91.653,92.32
6266,1,29-07-2013,JNJ,JOHNSON & JOHNSON,93.21,93.39,92.61,92.63
6266,1,30-07-2013,JNJ,JOHNSON & JOHNSON,93.17,93.97,93.02,93.47
6266,1,31-07-2013,JNJ,JOHNSON & JOHNSON,93.5,94.42,93.19,93.23
6266,1,01-08-2013,JNJ,JOHNSON & JOHNSON,93.77,94.4,93.705,94.16
6266,1,02-08-2013,JNJ,JOHNSON & JOHNSON,94.39,94.39,93.45,93.56
6266,1,05-08-2013,JNJ,JOHNSON & JOHNSON,93.8,94.3,93.43,94.05
6266,1,06-08-2013,JNJ,JOHNSON & JOHNSON,93.81,93.94,93.5,93.88
6266,1,07-08-2013,JNJ,JOHNSON & JOHNSON,93.66,94.03,93.47,93.6
6266,1,08-08-2013,JNJ,JOHNSON & JOHNSON,93.34,94.37,92.71,94.27
6266,1,09-08-2013,JNJ,JOHNSON & JOHNSON,92.36,93.39,91.78,93.39
6266,1,12-08-2013,JNJ,JOHNSON & JOHNSON,92,92.77,91.755,92.08
6266,1,13-08-2013,JNJ,JOHNSON & JOHNSON,93.01,93.35,91.76,91.89
6266,1,14-08-2013,JNJ,JOHNSON & JOHNSON,90.7,92.95,90.51,92.79
6266,1,15-08-2013,JNJ,JOHNSON & JOHNSON,89.55,90.41,89.09,90.32
6266,1,16-08-2013,JNJ,JOHNSON & JOHNSON,89.37,89.8025,88.77,89.13
6266,1,19-08-2013,JNJ,JOHNSON & JOHNSON,90.45,91.25,89.35,89.47
6266,1,20-08-2013,JNJ,JOHNSON & JOHNSON,89.73,91.65,89.73,90.55
6266,1,21-08-2013,JNJ,JOHNSON & JOHNSON,88.8,89.63,88.68,89.47
6266,1,22-08-2013,JNJ,JOHNSON & JOHNSON,88.26,89.03,88.12,88.76
6266,1,23-08-2013,JNJ,JOHNSON & JOHNSON,88.41,88.44,87.21,87.93
6266,1,26-08-2013,JNJ,JOHNSON & JOHNSON,87.53,88.48,87.3899,88.36
6266,1,27-08-2013,JNJ,JOHNSON & JOHNSON,86.17,87.08,85.96,86.97
6266,1,28-08-2013,JNJ,JOHNSON & JOHNSON,86.53,86.91,85.88,86.36
6266,1,29-08-2013,JNJ,JOHNSON & JOHNSON,86.57,87.14,85.99,86.41
6266,1,30-08-2013,JNJ,JOHNSON & JOHNSON,86.41,86.78,85.85,86.78
6266,1,03-09-2013,JNJ,JOHNSON & JOHNSON,86.42,87.3,86.03,86.89
6266,1,04-09-2013,JNJ,JOHNSON & JOHNSON,86.9,87.245,86.251,86.46
6266,1,05-09-2013,JNJ,JOHNSON & JOHNSON,87.04,87.17,86.62,87
6266,1,06-09-2013,JNJ,JOHNSON & JOHNSON,87.16,87.92,86,87.22
6266,1,09-09-2013,JNJ,JOHNSON & JOHNSON,87.56,87.6,87.01,87.39
6266,1,10-09-2013,JNJ,JOHNSON & JOHNSON,88.53,88.58,87.85,88.14
6266,1,11-09-2013,JNJ,JOHNSON & JOHNSON,89.23,89.27,88.145,88.63
6266,1,12-09-2013,JNJ,JOHNSON & JOHNSON,89.01,89.57,88.88,89.3
6266,1,13-09-2013,JNJ,JOHNSON & JOHNSON,88.57,89.25,88.205,89.13
6266,1,16-09-2013,JNJ,JOHNSON & JOHNSON,89.03,89.57,88.83,89.43
6266,1,17-09-2013,JNJ,JOHNSON & JOHNSON,89.06,89.22,88.58,89.05
6266,1,18-09-2013,JNJ,JOHNSON & JOHNSON,89.91,89.91,88.3,88.91
6266,1,19-09-2013,JNJ,JOHNSON & JOHNSON,90.07,90.2,89.79,90.05
6266,1,20-09-2013,JNJ,JOHNSON & JOHNSON,89.68,90.72,89.68,90.2
6266,1,23-09-2013,JNJ,JOHNSON & JOHNSON,89.09,89.75,88.81,89.43
6266,1,24-09-2013,JNJ,JOHNSON & JOHNSON,88.22,89.2,88.15,89.02
6266,1,25-09-2013,JNJ,JOHNSON & JOHNSON,87.08,88.47,87.07,88.42
6266,1,26-09-2013,JNJ,JOHNSON & JOHNSON,87.07,87.7032,86.72,87.28
6266,1,27-09-2013,JNJ,JOHNSON & JOHNSON,86.73,86.94,86.44,86.81
6266,1,30-09-2013,JNJ,JOHNSON & JOHNSON,86.69,86.95,86.15,86.33
6266,1,01-10-2013,JNJ,JOHNSON & JOHNSON,87.47,87.49,86.26,86.59
6266,1,02-10-2013,JNJ,JOHNSON & JOHNSON,87.29,87.29,86.44,87.13
6266,1,03-10-2013,JNJ,JOHNSON & JOHNSON,86.58,87.4,86.28,87.19
6266,1,04-10-2013,JNJ,JOHNSON & JOHNSON,87.31,87.415,86.56,86.82
6266,1,07-10-2013,JNJ,JOHNSON & JOHNSON,86.59,86.98,86.29,86.7
6266,1,08-10-2013,JNJ,JOHNSON & JOHNSON,85.61,86.74,85.57,86.62
6266,1,09-10-2013,JNJ,JOHNSON & JOHNSON,85.96,86.23,85.5,85.93
6266,1,10-10-2013,JNJ,JOHNSON & JOHNSON,87.78,87.78,86.7,86.72
6266,1,11-10-2013,JNJ,JOHNSON & JOHNSON,89.45,89.48,88.02,88.62
6266,1,14-10-2013,JNJ,JOHNSON & JOHNSON,89.8,89.89,88.63,88.83
6266,1,15-10-2013,JNJ,JOHNSON & JOHNSON,89.93,91.46,89.93,90.33
6266,1,16-10-2013,JNJ,JOHNSON & JOHNSON,91.11,91.17,90.16,90.42
6266,1,17-10-2013,JNJ,JOHNSON & JOHNSON,91.97,92,90.77,90.87
6266,1,18-10-2013,JNJ,JOHNSON & JOHNSON,91.63,92.05,91.14,91.75
6266,1,21-10-2013,JNJ,JOHNSON & JOHNSON,91.2,91.63,90.77,91.63
6266,1,22-10-2013,JNJ,JOHNSON & JOHNSON,92.36,92.56,91.495,91.53
6266,1,23-10-2013,JNJ,JOHNSON & JOHNSON,92.1,92.43,91.52,92.07
6266,1,24-10-2013,JNJ,JOHNSON & JOHNSON,92.35,92.99,92.14,92.65
6266,1,25-10-2013,JNJ,JOHNSON & JOHNSON,92.09,92.27,91.78,92.04
6266,1,28-10-2013,JNJ,JOHNSON & JOHNSON,92.39,92.8,91.92,91.96
6266,1,29-10-2013,JNJ,JOHNSON & JOHNSON,93.14,93.175,92.58,92.8
6266,1,30-10-2013,JNJ,JOHNSON & JOHNSON,92.79,93.45,92.65,93.27
6266,1,31-10-2013,JNJ,JOHNSON & JOHNSON,92.61,93.35,92.32,92.85
6266,1,01-11-2013,JNJ,JOHNSON & JOHNSON,93.37,93.5799,92.3801,92.3801
6266,1,04-11-2013,JNJ,JOHNSON & JOHNSON,93.03,93.5,92.43,93.46
6266,1,05-11-2013,JNJ,JOHNSON & JOHNSON,92.81,92.95,92.28,92.54
6266,1,06-11-2013,JNJ,JOHNSON & JOHNSON,93.04,93.2,92.72,93.03
6266,1,07-11-2013,JNJ,JOHNSON & JOHNSON,92.69,93.35,92.69,93.19
6266,1,08-11-2013,JNJ,JOHNSON & JOHNSON,94.05,94.1,92.56,92.63
6266,1,11-11-2013,JNJ,JOHNSON & JOHNSON,94.29,94.64,93.94,93.97
6266,1,12-11-2013,JNJ,JOHNSON & JOHNSON,93.56,94.09,93,93.98
6266,1,13-11-2013,JNJ,JOHNSON & JOHNSON,93.34,93.45,92.32,93.36
6266,1,14-11-2013,JNJ,JOHNSON & JOHNSON,93.92,94.14,93.4,93.4
6266,1,15-11-2013,JNJ,JOHNSON & JOHNSON,94.39,94.4,93.55,93.63
6266,1,18-11-2013,JNJ,JOHNSON & JOHNSON,94.3,94.6,94.01,94.36
6266,1,19-11-2013,JNJ,JOHNSON & JOHNSON,94.86,94.92,94,94.27
6266,1,20-11-2013,JNJ,JOHNSON & JOHNSON,95.15,95.47,94.66,94.94
6266,1,21-11-2013,JNJ,JOHNSON & JOHNSON,95.2,95.75,95.047,95.46
6266,1,22-11-2013,JNJ,JOHNSON & JOHNSON,95.25,95.58,94.39,94.39
6266,1,25-11-2013,JNJ,JOHNSON & JOHNSON,95.63,95.99,95.08,95.49
6266,1,26-11-2013,JNJ,JOHNSON & JOHNSON,95.06,95.87,94.97,95.58
6266,1,27-11-2013,JNJ,JOHNSON & JOHNSON,94.98,95.37,94.61,95.34
6266,1,29-11-2013,JNJ,JOHNSON & JOHNSON,94.66,95.5,94.43,95.23
6266,1,02-12-2013,JNJ,JOHNSON & JOHNSON,94.28,94.6597,93.965,94.41
6266,1,03-12-2013,JNJ,JOHNSON & JOHNSON,93.97,94.56,93.51,94.2
6266,1,04-12-2013,JNJ,JOHNSON & JOHNSON,93.63,94.25,93.13,93.76
6266,1,05-12-2013,JNJ,JOHNSON & JOHNSON,92.97,93.63,92.66,93.42
6266,1,06-12-2013,JNJ,JOHNSON & JOHNSON,94.44,94.48,93.42,93.6
6266,1,09-12-2013,JNJ,JOHNSON & JOHNSON,94.44,94.48,93.7,94.3
6266,1,10-12-2013,JNJ,JOHNSON & JOHNSON,94.14,94.79,93.96,94.58
6266,1,11-12-2013,JNJ,JOHNSON & JOHNSON,93.11,94.45,93.03,94.4
6266,1,12-12-2013,JNJ,JOHNSON & JOHNSON,91.16,92.86,91.07,92.84
6266,1,13-12-2013,JNJ,JOHNSON & JOHNSON,91.35,91.855,91.08,91.46
6266,1,16-12-2013,JNJ,JOHNSON & JOHNSON,91.37,92.32,91.16,91.42
6266,1,17-12-2013,JNJ,JOHNSON & JOHNSON,90.66,91.33,90.5,91.3
6266,1,18-12-2013,JNJ,JOHNSON & JOHNSON,92.64,92.66,89.77,90.95
6266,1,19-12-2013,JNJ,JOHNSON & JOHNSON,91.98,92.4,91.415,92.4
6266,1,20-12-2013,JNJ,JOHNSON & JOHNSON,92.09,92.75,91.95,91.95
6266,1,23-12-2013,JNJ,JOHNSON & JOHNSON,92.03,92.68,91.76,92.56
6266,1,24-12-2013,JNJ,JOHNSON & JOHNSON,92.06,92.39,91.85,92.18
6266,1,26-12-2013,JNJ,JOHNSON & JOHNSON,92.54,92.54,91.77,91.99
6266,1,27-12-2013,JNJ,JOHNSON & JOHNSON,92.35,92.96,92.18,92.77
6266,1,30-12-2013,JNJ,JOHNSON & JOHNSON,92.3,92.3,91.73,92.16
6266,1,31-12-2013,JNJ,JOHNSON & JOHNSON,91.59,92.216,91.151,92.17
6266,1,02-01-2014,JNJ,JOHNSON & JOHNSON,91.03,91.73,91.01,91.14
6266,1,03-01-2014,JNJ,JOHNSON & JOHNSON,91.85,92.22,91.26,91.29
6266,1,06-01-2014,JNJ,JOHNSON & JOHNSON,92.33,92.75,91.87,91.93
6266,1,07-01-2014,JNJ,JOHNSON & JOHNSON,94.29,94.62,92.99,93.04
6266,1,08-01-2014,JNJ,JOHNSON & JOHNSON,94.16,94.6,93.88,94.17
6266,1,09-01-2014,JNJ,JOHNSON & JOHNSON,94.73,95.38,94.09,94.94
6266,1,10-01-2014,JNJ,JOHNSON & JOHNSON,94.74,94.975,94.14,94.64
6266,1,13-01-2014,JNJ,JOHNSON & JOHNSON,94.5,94.99,94.06,94.37
6266,1,14-01-2014,JNJ,JOHNSON & JOHNSON,94.72,94.9,94.32,94.6
6266,1,15-01-2014,JNJ,JOHNSON & JOHNSON,94.8,95.2701,94.51,94.65
6266,1,16-01-2014,JNJ,JOHNSON & JOHNSON,94.64,95.0884,94.23,94.6
6266,1,17-01-2014,JNJ,JOHNSON & JOHNSON,95.06,95.17,94.38,94.72
